"SugarBase_ID","Glycan","Link","Species","Immunogenic"
"SBID11665","GlcNAc(b1-6)Gal(b1-3)GalNAc","None","","Unknown"
"SBID11666","GalNAcOS(b1-4)GlcNAc(b1-2)Man","None","","Unknown"
"SBID11667","Man(a1-2)[Man(a1-3)]Man(a1-2)ManOPEtn(a1-2)Man(a1-6)Man(a1-4)GlcN","None","","Unknown"
"SBID11668","GlcNAc(a1-2)[Rha(a1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc","None","Ralstonia solanacearum","Unknown"
"SBID11669","Rha(a1-3)[Fuc(a1-2)]Rha","None","","Unknown"
"SBID11670","Araf(a1-2)Xyl(b1-4)[Araf(a1-3)]Xyl(b1-4)Xyl","None","Hordeum vulgare","Unknown"
"SBID11671","Glc(1-1)AraOAcOP-ol(3-5)[GlcNAc(b1-2)][Glc(a1-4)]Gal(b1-3)GalNAc(b1-4)Glc","None","Hafnia alvei","Unknown"
"SBID11672","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11673","GlcA(b1-3)Gal(b1-3)GalNAc(a1-4)GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcA(b1-3)Gal(b1-3)GlcNAc(b1-2)ManOS(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","Trichoplusia ni","Unknown"
"SBID11674","Glc(a1-3)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc","None","","Unknown"
"SBID11675","6dTalOAc(a1-3)Fuc(a1-4)Glc(b1-3)6dTalOAc","None","","Yes"
"SBID11677","NeuNGc(a2-3)[Gal(b1-4)]Gal(b1-3)[GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)]GalNAc","O","Bombina variegata","Unknown"
"SBID11678","Glc(b1-2)[Glc(b1-3)]Glc(b1-4)Gal(b1-3)Glc","None","Capsicum annuum","Unknown"
"SBID11679","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11681","Gal(a1-3)GalNAc(b1-4)GlcNAcOP(b1-3)Man(b1-4)Glc","None","","Unknown"
"SBID11682","[Glc(b1-3)]Man(a1-6)Man(a1-6)Man(a1-6)Man(a1-6)[GlcA(a1-6)Galf(b1-3)Galf(b1-3)]Man(a1-6)[Galf(b1-6)Galf(b1-3)Galf(b1-3)Galf(b1-3)]Man(a1-6)[Gal(b1-3)]Man(a1-6)Man(a1-6)Man(a1-6)Man(a1-6)[Man(a1-3)]Man(a1-6)Man","None","Aureobasidium pullulans","Unknown"
"SBID11683","Fruf(b2-1)[Glc(a1-2)]Fruf","None","","Unknown"
"SBID11684","NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-6)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11685","Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11686","NeuNAc(a2-3)[Fuc(a1-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc","None","","Unknown"
"SBID11687","D-Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[D-Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc","None","","Unknown"
"SBID11688","[GlcOP(a1-6)Man(a1-2)]Man(a1-6)[Man(b1-2)[GlcOP(a1-6)]Man(a1-2)]Man(a1-6)[Man(a1-2)Man(b1-2)Man(b1-2)[GlcNAcOP(a1-6)]Man(a1-2)]Man(a1-6)Man","None","Komagataella pastoris","Unknown"
"SBID11689","Gal(a1-2)[Gal(a1-3)]Man(a1-2)Man","O","Fonsecaea pedrosoi, Schizosaccharomyces pombe","Unknown"
"SBID11690","Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11691","Kdo(a2-4)Kdo(a2-4)[Hep(b1-3)HepOPPEtn(b1-5)]Kdo(a2-6)GlcN(b1-6)GlcN","None","","Unknown"
"SBID11692","NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc","O","Sus scrofa","Unknown"
"SBID11693","GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11694","GlcNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc","None","","Unknown"
"SBID11695","NeuNAcOAc(a2-3)GalOAc(b1-4)Glc","None","","Unknown"
"SBID11696","[Gal(b1-4)Gal(b1-4)Glc(b1-4)]Rha(a1-2)Rha","None","Hibiscus moscheutos","Unknown"
"SBID11697","GalNAc(b1-5)KdoOAc(b2-6)GalNAc","None","Escherichia coli","Unknown"
"SBID11698","Man(a1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","N","Mus musculus","Unknown"
"SBID11699","Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc","None","","Unknown"
"SBID11700","GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[NeuNGc(a2-6)]GalNAc","None","","Unknown"
"SBID11701","[Araf(a1-5)Araf(a1-3)]Gal(b1-6)[Araf(a1-3)]Gal(b1-6)[Araf(a1-3)]Gal(b1-6)Gal(b1-6)Gal","None","Angelica acutiloba","Unknown"
"SBID11702","Ribf(b1-4)Gal(b1-4)GlcNAc(a1-4)Gal(b1-3)GlcNAc(a1-2)Ribf","None","Escherichia coli, Salmonella sp","Yes"
"SBID11705","Fuc(a1-3)[Rha(a1-2)]Fuc(a1-3)Rha(a1-3)Fuc","None","","Yes"
"SBID11706","Glc(b1-4)Glc(b1-4)Rha","None","","Unknown"
"SBID11707","GalNAc(a1-3)GlcNAc(a1-3)a-Tri-ol","None","","Unknown"
"SBID11708","Gal(a1-3)Galf(b1-3)Man(a1-3)Man(a1-4)GlcN","None","Leishmania adleri, Leishmania major, Leishmania mexicana","Unknown"
"SBID11709","Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","N","Saccharomyces cerevisiae","Unknown"
"SBID11710","Glc(b1-8)Kdn(a1-6)Glc","None","Brevibacterium aurantiacum","Unknown"
"SBID11711","Araf(a1-2)Araf(a1-3)[GlcA(a1-2)Xyl(b1-4)Xyl(b1-4)]Xyl(b1-4)Xyl","None","","Unknown"
"SBID11712","Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcNOMyr(b1-6)GlcNOMyr","None","Escherichia coli, Salmonella minnesota","Unknown"
"SBID11713","Glc(a1-3)Glc(a1-3)LDManHepOP(a1-3)[LDManHep(a1-7)]LDManHepOPPEtn(a1-5)Kdo","None","Hafnia alvei","Unknown"
"SBID11714","NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11715","IdoA(a1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNS(a1-4)IdoA(a1-4)GlcNS(a1-4)IdoA(a1-4)2,5-Anhydro-Man","None","","Unknown"
"SBID11716","Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc","None","","Unknown"
"SBID11717","Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)DDManHep(a1-6)Glc(b1-4)[LDManHep(a1-2)LDManHep(a1-3)]LDManHep(a1-5)KdoOPPEtn","None","Haemophilus ducreyi","Unknown"
"SBID11718","GlcOAcNMeOCmOVac(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAcGro","None","Bradyrhizobium japonicum","Unknown"
"SBID11719","Fuc(a1-3)GlcNAc(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[GalOS(b1-4)GlcNAcOS(b1-6)]GalNAc","None","Xenopus laevis","Unknown"
"SBID11720","NeuNAc(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)GlcNAc","None","","Unknown"
"SBID11721","Glc(a1-6)Glc(a1-2)Glc(a1-2)Glc","None","Leuconostoc mesenteroides","Unknown"
"SBID11722","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11723","NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11724","GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha-ol","None","Abelmoschus esculentus, Abelmoschus glutinotextilis , Abelmoschus manihot, Alcea rosea, Althaea officinalis","Unknown"
"SBID11725","Rha(a1-3)Rha(a1-2)aldehyde-b-Tri-ol","None","","Unknown"
"SBID11726","QuiN(a1-4)GlcA(a1-6)GlcNAc(a1-4)L-GulA(a1-3)D-FucNAc","None","","Unknown"
"SBID11727","Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc","None","Escherichia coli, Shigella flexneri","Unknown"
"SBID11728","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11729","Fuc(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc","N","Cynodon dactylon","Unknown"
"SBID11730","GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN","None","Escherichia coli","Unknown"
"SBID11731","Gal(b1-4)GlcNAcOS(b1-3)GalNAc","None","","Unknown"
"SBID11732","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11733","Glc(b1-3)[Glc(b1-6)]Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc","None","Auricularia auriculajudae, Elsinoe theae, Epicoccum nigrum, Lentinus sajorcaju","Unknown"
"SBID11734","Fuc(a1-3)GlcOMe(b1-3)RhaOMe(a1-3)Rha(a1-2)6dTalOMe","None","Mycobacterium simiae","Unknown"
"SBID11735","Man(a1-3)[GalOMe(b1-3)[GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11736","[Galf(a1-2)]Rha(a1-6)Glc(a1-2)Man(a1-3)GlcNAc(b1-3)Rha","None","Salmonella enterica","Yes"
"SBID11737","GlcOSA(b1-3)Gal(b1-4)GlcNAc(b1-3)b-Tri-ol","None","","Unknown"
"SBID11738","Glc(a1-2)[Glc(a1-6)]Glc(a1-6)Glc","None","","Unknown"
"SBID11739","NeuNGc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc","None","","Unknown"
"SBID11740","Man(a1-2)Rha(a1-3)Man(a1-2)Man","None","Burkholderia multivorans","Yes"
"SBID11741","LDManHepOP(a1-5)KdoOP(a2-6)GlcOPN(b1-6)GlcN","None","","Unknown"
"SBID11743","GlcOMeOPyr(b1-3)GlcOPyr(b1-4)Glc(b1-6)Glc","None","Mycobacterium butyricum","Unknown"
"SBID11744","Gal(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11745","Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha","None","Shigella dysenteriae","Unknown"
"SBID11746","GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11747","Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11748","Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11749","Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","N","Saccharomyces cerevisiae","Unknown"
"SBID11751","GlcNAc(a1-2)Glc(a1-2)Glc(a1-2)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOPPEtn(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)Kdo(a2-4)]Kdo","None","Escherichia coli","Unknown"
"SBID11752","Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11753","Fru(b2-1)[Gal(a1-6)Glc(a1-6)]Glc","None","","Unknown"
"SBID11754","Glc(b1-2)[XylOBz(b1-3)]Glc(b1-4)Gal","None","Allium schubertii","Unknown"
"SBID11755","Rha(a1-3)[Glc(a1-6)]GlcNAc(b1-4)Rha","None","Escherichia coli","Unknown"
"SBID11756","Man(a1-3)Man(a1-3)ManOPEtn(a1-3)ManOPEtn(a1-3)Man(a1-2)[AllN(a1-3)]KdoOPGro","None","Porphyromonas gingivalis ","Unknown"
"SBID11757","Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11758","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11759","Glc(a1-4)[Glc(a1-2)]GlcA(b1-4)GalNAc(b1-3)Gal(a1-3)GalNAc(b1-6)Glc","None","Escherichia coli","Unknown"
"SBID11760","NeuNAc(a2-3)Gal(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]GalNAc","None","","Unknown"
"SBID11761","GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA","None","","Unknown"
"SBID11762","Glc(a1-4)[Glc(a1-6)]Glc(a1-4)Glc(a1-6)Glc","None","Lactobacillus reuteri","Unknown"
"SBID11763","Glc(b1-3)[Gal(b1-4)Glc(a1-2)Glc(b1-4)][Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)]Glc","None","","Unknown"
"SBID11764","[GlcNAc(a1-4)]GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-6)Glc(b1-3)GalNAc","None","Shigella dysenteriae","Unknown"
"SBID11765","Glc(b1-3)D-FucNAcN(b1-4)GalNAc(a1-3)GalNAc(b1-1)Rib","None","","Unknown"
"SBID11766","Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc","O","Sus scrofa","Unknown"
"SBID11767","GlcA(b1-4)GlcA(b1-4)Glc(b1-4)[GalOPyr(a1-4)GlcA(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-6)]Glc(a1-4)GlcA","None","Rhizobium phaseoli","Unknown"
"SBID11768","QuiNAc(b1-6)GlcNAc(b1-4)[Glc(a1-2)]GalA(b1-3)GlcNAc(b1-4)QuiNAc","None","Proteus genomospecies","Unknown"
"SBID11770","GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11771","ManOAc(a1-3)[ManOAc(a1-6)]ManOAc(a1-3)[ManOAc(a1-3)[ManOAc(a1-6)]ManOAc(a1-6)]ManOAc","None","","Unknown"
"SBID11772","Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Xyl(b1-2)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc","None","Vaccinium myrtillus","Unknown"
"SBID11773","GalNAcOMe(a1-3)[Fuc(a1-2)]GalOS(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","Crassostrea virginica","Unknown"
"SBID11774","NeuNAc(a2-3)[NeuNAc(a2-3)Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11775","Rha(a1-6)Glc(b1-4)DigOMe","None","Mandevilla pentlandiana","Unknown"
"SBID11776","Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-2)]Man(a1-6)[Man(a1-2)ManOP(a1-2)]Man(a1-4)Man","None","Porphyromonas gingivalis ","Unknown"
"SBID11777","GlcNOOle(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc","None","Bradyrhizobium japonicum","Unknown"
"SBID11778","Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc","None","","Unknown"
"SBID11779","Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11780","GlcNAc(b1-2)L-6dGulHep(a1-2)D-3dThrPen(b1-3)L-6dGulHepOP(a1-3)GlcNAc","None","Campylobacter lari","Unknown"
"SBID11781","Man(a1-3)[Galf(a1-4)]Man","None","Histoplasma capsulatum","Unknown"
"SBID11782","Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc","None","","Unknown"
"SBID11783","Kdo(a2-4)[Kdo(a2-6)GlcN(a1-4)GalA(a1-3)[GalA(b1-7)LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)]Kdo","None","","Unknown"
"SBID11784","QuiNAcOPGro(b3-3)[GlcNAcOAc(b1-2)][Glc(a1-4)]Gal(b1-3)GlcNAc(a1-3)QuiNAcOPGro","None","Hafnia alvei","Unknown"
"SBID11785","Glc(a1-4)Glc(a1-5)Glc","None","","Unknown"
"SBID11786","Fruf(b2-6)[Fruf(b1-2)]Fruf(b2-6)Fruf(b2-6)Fruf","None","Pseudomonas sp","Unknown"
"SBID11787","DDManHep(a1-3)Man(a1-2)LDManHep(a1-5)[Gal(a1-4)GlcA(a1-4)][LDManHep(a1-7)]Kdo","None","Caulobacter vibrioides","Unknown"
"SBID11788","Gal(b1-4)[Glc(a1-4)GlcA(b1-3)]Gal(a1-4)Gal(b1-3)Gal","None","Escherichia coli","Unknown"
"SBID11789","D-Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)[D-Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[D-Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc","None","","Unknown"
"SBID11790","Glc(a1-2)Glc(a1-3)Gal(a1-2)[Glc(a1-3)Man(a1-6)][Kdo(a2-3)]Man(a1-4)Man(a1-5)[AraOPN(b1-6)GlcN(a1-4)Kdo(a2-4)]Kdo","None","Pectinatus frisingensis","Unknown"
"SBID11791","Kdo(a2-4)[GlcNAc(b1-3)[Gal(b1-7)LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)]KdoOPEtn","None","","Unknown"
"SBID11792","GalNAc(a1-3)QuiNAc(b1-3)[QuiNAcN(b1-6)]GalA(a1-4)[Glc(b1-6)]GalNAc(a1-4)GalNAc","None","Rheinheimera japonica","Unknown"
"SBID11793","Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-6)[Glc(b1-3)]Man(b1-3)[Glc(a1-6)]Man(b1-4)Glc","None","Tricholoma lobayense","Unknown"
"SBID11794","Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11795","Man(a1-3)[Man(a1-3)Man(a1-6)]Man","None","","Unknown"
"SBID11797","[GlcOMeA(a1-2)]Xyl(b1-4)Xyl","None","Helianthus annuus","Unknown"
"SBID11798","3,6-Anhydro-L-GalOMe(a1-3)GalOS(b1-4)3,6-Anhydro-L-GalOMe(a1-3)Gal(b1-4)3,6-Anhydro-L-GalOMe(a1-3)Gal","None","","Unknown"
"SBID11799","Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc","N","Felis catus, Mus musculus","Unknown"
"SBID11800","Rha(a1-2)[Rha(a1-3)]Xyl","None","Aster scaber","Unknown"
"SBID11801","Fuc(b1-2)Gal(b1-3)Glc","None","","Unknown"
"SBID11802","Rha(a1-6)ManNAc(a1-4)Glc(a1-2)Rha","None","","Unknown"
"SBID11803","QuiOMeN(b1-3)Rha(a1-3)Rha","None","","Unknown"
"SBID11804","GlcOPCho(b1-6)Glc(b1-3)GlcOPChoGro","None","Bradyrhizobium japonicum","Unknown"
"SBID11806","Gal(a1-6)Gal(a1-6)[Fuc(a1-2)]Gal(a1-6)Gal(a1-6)Gal(a1-6)[Gal(a1-6)GalOAc(a1-2)]Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal","None","Ganoderma atrum","Unknown"
"SBID11807","NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11808","Kdo(a2-4)Kdo(a2-6)GlcOPN(b1-6)GlcN","None","Escherichia coli","Unknown"
"SBID11809","Rha(a1-3)[Xylf(a1-4)]Man(b1-4)Rha(b1-4)Rha","None","Citrobacter youngae","Yes"
"SBID11810","GlcSH(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc","None","","Unknown"
"SBID11811","L-GulNAcNAmA(a1-4)ManNAcA(b1-3)D-FucNAc(a1-4)L-GulNAcNAmA","None","Pseudomonas aeruginosa, Pseudomonas sp","Unknown"
"SBID11812","NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11813","Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11814","GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID11815","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID11816","Rha(a1-4)GalNAcOAcAN(a1-4)GalOFoAN(a1-3)QuiNAc","None","","Unknown"
"SBID11817","Glc(a1-4)Glc(a1-4)GlcN","None","","Unknown"
"SBID11818","Glc(b1-3)[Glc(b1-3)[Glc(b1-3)[Glc(b1-6)]Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc","None","","Unknown"
"SBID11819","Fuc(a1-4)[Gal(a1-3)]GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc","N","Vaccinium myrtillus","Unknown"
"SBID11820","Xyl(b1-2)[Glc(b1-6)]Glc(b1-3)[Xyl(b1-2)]Ara","None","Hovenia dulcis","Unknown"
